longitude,latitude,title
-111.8941203,40.76862188,30 S MAIN ST 84101 Salt Lake City USA
-98.61489638,29.59221478,15900 La Cantera Pkwy 78256 San Antonio USA
-98.48687208,29.42291088,849 E Commerce St 78205 San Antonio USA
-98.49842088,29.51836518,7400 San Pedro Ave #1330 78216 San Antonio USA
-98.62322208,29.46923618,6301 NW Loop 410  #Q10C San Antonio
-98.35362498,29.59721958,6909 N Loop 1604 E 78247 San Antonio USA
-117.2995587,34.08508278,500 Inland Center Drive  Space #340 San Bernardino
-117.6294457,33.43883138,101 W. Avenida Vista Hermosa  Suite 138 San Clemente
-117.1655655,32.7700061,7007 Friars Road 92108 San Diego USA
-117.0400896,32.54276858,4461 Camino de la Plaza Suite 301 92173 San Ysidro USA
-117.2253251,32.87104779,Suite No. 2320 92122 San Diego USA
-122.4076791,37.7839766,845 Market Street 94103 San Francisco USA
-121.8679673,37.25178918,925 Blossom Hill Road 95123 San Jose USA
-121.9496047,37.32225267,334 Santana Row 95128 San Jose USA
-121.816339,37.32538847,2200 Eastridge Loop Suite 1010 San Jose
-66.02808539,18.41248318,1000 Mall of San Juan Boulevard  store number 175 San Juan
-120.6649357,35.2812319,886 Monterey Street Space C-101 93401 San Luis Obispo USA
-97.98900048,29.82377148,4015 Interstate 35 Frontage Rd 78666 San Marcos USA
-122.3023515,37.53711762,397 Hillsdale Shopping Center 94403 San Mateo USA
-111.8970451,40.56293927,10450 South State Street  Suite 1002 Sandy
-117.8719337,33.7756986,2800 N. Main Street 92705 Santa Ana USA
-119.7027022,34.4201972,827-833 State St. 93101 Santa Barbara USA
-106.0171949,35.6360382,4250 Cerrillos Road  Suite #1054 Santa Fe
-118.4972929,34.01438058,1452 Third Street Promenade 90401 Santa Monica USA
-82.45539088,27.38357108,140 University Town Center Dr Suite 118 and 213 34243 Sarasota USA
-81.09704368,32.07993198,230-240 W Broughton Street 31401 Savannah USA
120.9761792,24.84468944,H&amp;M Space 84 31406 Savannah USA
-88.04037918,42.04721888,5 Woodfield Shopping Center 60173 Schaumburg USA
-111.9313305,33.5041442,7014 E Camelback Rd 85251 Scottsdale USA
-122.3019127,47.66385897,2604 NE University Village 98105 Seattle USA
-118.4386389,34.15636968,14006 Riverside Dr 91423 Sherman Oaks USA
-77.02764448,38.99631438,8518 Fenton St 20910 Silver Spring USA
-122.6928008,47.65767677,10315 Silverdale Way NW 98383 Silverdale USA
-84.00442068,33.89842898,1350 scenic Hwy  Suite 400 Snellville
-73.2294535,44.44846885,Suite E2 05403 Burlington USA
-70.33621448,43.63357818,364 Maine Mall Road  Suite N149 South Portland
-89.99381008,34.93626268,"5205 Airways Boulevard 38671 Southhaven USA"
-119.7225485,39.53217847,"1330 Scheels Drive Suite F 289 89506 Sparks USA"
-81.99623268,34.94029718,"205 W. Blackstock Road  Building J Spartanburg"
-117.2091253,47.67354767,"14700 East Indiana Ave 99216 Spokane USA"
-117.4115623,47.70300647,"4750 North Division Street  Unit 2202 Spokane"
-89.70611598,39.76691117,"2501 Wabash Ave 62704 Springfield USA"
-77.17665848,38.77468302,"6500 Springfield Mall 22150 Springfield USA"
-93.26680158,37.16223137,"2825 Glenstone Avenue 65804 Springfield  MO"
-113.7147055,37.1047228,"Suite 1200 84790 St George USA"
-90.35002428,38.63580478,"1155 Saint Louis Galleria 63117 Saint Louis USA"
-90.61815748,38.79607618,"1600 Mid Rivers Mall Building H St Peters"
-82.73805288,27.79296358,"6901 22nd Ave North 33710 St. Petersburg USA"
-74.16905428,40.58184137,"2655 Richmond Avenue 10314 Staten Island USA"
-74.14905604,40.64226196,"One Richmond Terrace 10314 Staten Island USA"
-81.82129448,41.30814177,"1050 Southpark Center 44136 Strongsville USA"
-76.17518088,43.06776898,"1 Destiny USA Drive 13204 Syracuse USA"
-122.470901,47.2181186,"4502 South Steele St 98409 Tacoma USA"
-84.25623328,30.43643078,"1500 Apalachee Pkwy 32301 Tallahassee USA"
-82.52283218,27.96466818,"2223 N West Shore Blvd 33607 Tampa USA"
-82.52976893,27.94668103,"250 Westshore Plaza  Suite WW02A Tampa"
-82.57706588,28.06995928,"8021 Citrus Park Town Center 33625 US Tampa USA"
-83.25868558,42.20033437,"23000 Eureka  Space 1390 Taylor"
-117.1567888,33.52456918,"40820 Winchester Road 92591 Temecula USA"
-111.9671067,33.38209888,"5000 South Arizona Mills Circle  Tempe"
-111.9055921,33.4335344,"2000 E Rio Salado Pkwy 85281 Tempe USA"
-105.001415,39.9681883,"13801 Grant St 80023 Thornton USA"
-118.8889132,34.1826904,"186 W. Hillcrest #50  Space #E121 Thousand Oaks"
120.9991168,24.78548104,"Space #1040 43623 Toledo USA"
-74.18389158,39.97982548,"1201 Hooper Ave 08753 Toms River USA"
-118.3519449,33.8310335,"3525 W Carson St 90503 Torrance USA"
-76.60121648,39.40426577,"825 Dulaney Valley Road 21204 Towson USA"
-83.11510288,42.53471528,"412 W 14 Mile Rd 48083 Troy USA"
-73.22905968,41.22944138,"5065 Main Street 06611 Trumbull USA"
-110.9763235,32.2885,"4500 N Oracle Rd 85705 Tucson USA"
-110.8677064,32.21984438,"5870 E Broadway Blvd 85711 Tucson USA"
-122.2597833,47.4581275,"867 Southcenter 98188 Tukwila USA"
-95.88407398,36.06377368,"7021 South Memorial Drive  Suite 225B Tulsa"
-88.70385538,34.30844298,"1001 Barnes Crossing Rd 38804 Tupelo USA"
-95.30686448,32.24945038,"8938 S Broadway Avenue  Suite 300 Tyler"
-75.26070558,39.95918308,"2 South 69th Street 19082 Upper Darby USA"
-118.5564037,34.4159624,"24201 Valencia Blvd 91355 Valencia USA"
-73.72148038,40.66245908,"2034 Green Acres Mall 11581 Valley Stream USA"
-122.5868169,45.6583908,"8700 NE Vancouver Mall Drive  Suite 122 Vancouver"
-87.95305318,42.24288857,"109 Hawthorn Center 60061 Vernon Hills USA"
-77.42796199,42.98259171,"14564 Victor USA"
-81.55131228,39.30164858,"100 Grand Central Ave 26105 Vienna USA"
-76.07451178,36.81621687,"701 Lynnhaven Pkwy 23452 Virginia Beach USA"
-97.19083668,31.51640488,"6001 West Waco Drive  Space 54 Waco"
-76.92868258,38.61693908,"11110 Mall Circle Dr 20603 Waldorf USA"
-122.0609922,37.89459218,"73 Broadway Lane  Suite #1062 Walnut Creek"
-71.48098458,41.72496247,"400 Bald Hill Road 02886 Warwick USA"
-77.02875728,38.89754327,"1025 F Street NW 20005 Washington Washington"
-77.06596548,38.90486238,"3222 M Street Northwest 20007 Washington USA"
-80.21545318,40.21582507,"2200 Tanger Blvd Suite. 360 15301 Washington USA"
-77.04230868,38.90501337,"1133 Connecticut Avenue NW 20036 Washington USA"
119.635536,24.69820097,"Unit #C095A 13165 Waterloo USA"
-74.26198788,40.88994768,"2015 Willowbrook Mall 07470 Wayne USA"
-80.21002768,26.64531028,"10300 W Forest Hill Blvd 33414 Wellington USA"
-117.9332217,34.07078728,"1480 Plaza Drive 91790 West Covina USA"
-93.86033845,41.5606912,"50266 West Des Moines West Des Moines USA"
-73.95663148,41.09710178,"1731 Palisades Ctr. Dr. 10994 West Nyack USA"
-80.05873708,26.70751828,"700 S Rosemary Avenue 33401 West Palm Beach USA"
-72.43123948,41.28936987,"314 Flat Rock Pl F165 06498 Westbrook USA"
-81.95405808,41.45651608,"262 Main Street 44145 Westlake USA"
-77.05717278,39.03664187,"11160 Veirs Mill Road 20902 Wheaton USA"
-73.77167018,41.03153167,"100 Main Street 10601 White Plains USA"
-97.24934063,37.68371013,"7700 E. Kellogg  Room M04A Wichita"
-75.84657793,41.24645857,"29 Wyoming Valley Mall  Unit #0224 Wikes-Barre"
-75.12564168,40.14011727,"2500 Moreland Road 19090 Willow Grove USA"
-75.54678078,39.82122027,"4737 Concord Pike 19803 Wilmington USA"
-77.83401988,34.24387368,"833 Towne Center Drive Suite 110 28405 Wilmington  NC"
-80.30225808,36.07033188,"3320 Silas Creek Pkwy 27103 Winston-Salem USA"
-74.30220098,40.55525018,"291 Woodbridge Center Dr 07095 Woodbridge USA"
-77.29871288,38.64319287,"2700 Potomac Mills Circle 22192 Woodbridge USA"
-92.92782138,44.94740737,"9100 Hudson Rd 55125 Woodbury USA"
-73.85666738,40.92791057,"6 Xavier Drive 10704 Yonkers USA"
-73.85921078,40.96502688,"195 Market Street 10710 Yonkers USA"
-76.67788978,39.98909242,"One York Galleria  Space E York"
-73.80990788,41.32861657,"650 Lee Blvd 10598 Yorktown Heights USA"
-80.66199538,41.02011317,7401 Market St 44512 Youngstown USA
